timestamp,agent.name,rule.description,rule.level,rule.id
"Jun 16, 2025 @ 12:00:02.460",hera2,PAM: Login session closed.,3,5502
"Jun 16, 2025 @ 12:00:02.460",hera2,PAM: Login session opened.,3,5501
"Jun 16, 2025 @ 12:00:03.017",hera.ugr.es,PAM: Login session opened.,3,5501
"Jun 16, 2025 @ 12:00:03.019",hera.ugr.es,sshd: authentication success.,3,5715
"Jun 16, 2025 @ 12:01:33.066",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.066",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.102",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.140",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.140",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.171",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.170",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.189",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.217",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.217",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:33.217",hera.ugr.es,Samba connection denied.,5,13102
"Jun 16, 2025 @ 12:01:37.057",hera.ugr.es,Samba connection denied.,5,13102
